,State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder,poverty_proportion
9837,OK,40,18700,madill public schools,8812,1746,352,0.2016036655211913
9838,OK,40,18780,mangum public schools,3531,612,163,0.26633986928104575
9839,OK,40,18840,mannford public schools,7624,1437,267,0.18580375782881003
9840,OK,40,18870,mannsville public school,1163,214,46,0.21495327102803738
9841,OK,40,18900,maple public school,698,115,7,0.06086956521739131
9842,OK,40,18960,marble city public school,850,164,71,0.4329268292682927
9843,OK,40,18990,marietta public school,4523,910,241,0.26483516483516484
9844,OK,40,19080,marlow public schools,7141,1279,255,0.19937451133698203
9845,OK,40,19200,maryetta public schools,1262,259,80,0.3088803088803089
9846,OK,40,19260,mason public schools,1096,218,51,0.23394495412844038
9847,OK,40,19290,maud public schools,1964,368,72,0.1956521739130435
9848,OK,40,19380,maysville public schools,2360,414,100,0.24154589371980675
9849,OK,40,19440,mcalester public schools,17697,2706,848,0.31337767923133775
9850,OK,40,19500,mccord public school,1940,301,51,0.16943521594684385
9851,OK,40,19410,mccurtain public schools,1107,220,90,0.4090909090909091
9852,OK,40,19560,mcloud public schools,11120,1809,357,0.19734660033167495
9853,OK,40,19620,medford public schools,2067,331,47,0.1419939577039275
9854,OK,40,19680,meeker public schools,4850,875,142,0.16228571428571428
9855,OK,40,19800,merritt public schools,3598,728,111,0.15247252747252749
9856,OK,40,19860,miami public schools,15404,2672,814,0.3046407185628742
9857,OK,40,19890,middleberg public school,1570,307,31,0.10097719869706841
9858,OK,40,14670,midway public schools,1609,275,69,0.2509090909090909
9859,OK,40,19950,midwest city-del city schools,82476,14428,3125,0.2165927363459939
9860,OK,40,19980,milburn public schools,1316,226,42,0.18584070796460178
9861,OK,40,20040,mill creek public schools,926,189,73,0.3862433862433862
9862,OK,40,20080,millwood public schools,3383,482,164,0.34024896265560167
9863,OK,40,20100,minco public schools,2686,508,51,0.10039370078740158
9864,OK,40,20160,moffett public school,134,23,9,0.391304347826087
9865,OK,40,20190,monroe public school,1125,203,39,0.1921182266009852
9866,OK,40,20250,moore public schools,132834,24411,2772,0.11355536438490844
9867,OK,40,20280,mooreland public schools,2237,465,65,0.13978494623655913
9868,OK,40,20310,morris public schools,4365,862,166,0.1925754060324826
9869,OK,40,20340,morrison public schools,2680,587,67,0.1141396933560477
9870,OK,40,20430,moseley public school,2008,390,102,0.26153846153846155
9871,OK,40,20460,moss public schools,1017,163,24,0.147239263803681
9872,OK,40,20550,mounds public schools,3731,752,99,0.13164893617021275
9873,OK,40,29886,mountain view-gotebo schools,1767,285,72,0.25263157894736843
9874,OK,40,20640,moyers public schools,643,103,25,0.24271844660194175
9875,OK,40,20880,muldrow public schools,7833,1482,508,0.3427800269905533
9876,OK,40,20910,mulhall-orlando public schools,1374,243,39,0.16049382716049382
9877,OK,40,20970,muskogee public schools,38890,6535,2138,0.32716143840856926
9878,OK,40,21000,mustang public schools,51508,10362,784,0.07566106929164254
9879,OK,40,21120,nashoba public school,437,55,12,0.21818181818181817
9880,OK,40,21180,navajo public schools,1829,322,58,0.18012422360248448
9881,OK,40,21360,new lima public schools,1386,248,73,0.29435483870967744
9882,OK,40,21510,newcastle public schools,8497,1667,162,0.09718056388722256
9883,OK,40,21540,newkirk public schools,3933,682,160,0.23460410557184752
9884,OK,40,21600,ninnekah public schools,2946,564,120,0.2127659574468085
9885,OK,40,21630,noble public schools,16667,3296,517,0.15685679611650485
9886,OK,40,21720,norman public schools,113238,15665,2269,0.14484519629747847
9887,OK,40,21840,north rock creek public school,3184,623,131,0.2102728731942215
9888,OK,40,21900,norwood public school,1612,309,47,0.15210355987055016
9889,OK,40,21930,nowata public schools,5924,988,233,0.23582995951417005
9890,OK,40,22160,oak grove public school,749,120,21,0.175
9891,OK,40,22350,oakdale public school,3412,829,86,0.1037394451145959
9892,OK,40,22410,oaks-mission public schools,1653,352,90,0.2556818181818182
9893,OK,40,22560,oilton public schools,1563,313,43,0.13738019169329074
9894,OK,40,22590,okarche public schools,2156,367,43,0.11716621253405994
9895,OK,40,22620,okay public schools,2774,500,50,0.1
9896,OK,40,22650,okeene public schools,1491,327,50,0.1529051987767584
9897,OK,40,6850,okemah public schools,6279,975,282,0.28923076923076924
9898,OK,40,22770,oklahoma city public schools,304945,53053,18137,0.341865681488323
9899,OK,40,21,oklahoma union public schools,2948,558,110,0.1971326164874552
9900,OK,40,22800,okmulgee public schools,13961,2091,735,0.351506456241033
9901,OK,40,22830,oktaha public schools,2178,433,77,0.17782909930715934
9902,OK,40,22860,olive public schools,2272,383,88,0.2297650130548303
9903,OK,40,22920,olustee public schools,711,162,52,0.32098765432098764
9904,OK,40,23040,oologah-talala public schools,9419,1913,169,0.08834291688447465
9905,OK,40,23070,optima public school,504,134,37,0.27611940298507465
9906,OK,40,23220,osage hills public school,633,80,11,0.1375
9907,OK,40,23190,osage public school,1464,251,36,0.14342629482071714
9908,OK,40,23280,owasso public schools,47287,9989,776,0.07768545399939934
9909,OK,40,23340,paden public schools,1695,296,68,0.22972972972972974
9910,OK,40,23370,panama public schools,3305,625,144,0.2304
9911,OK,40,23400,panola public schools,1427,271,61,0.22509225092250923
9912,OK,40,23430,paoli public schools,1309,267,59,0.2209737827715356
9913,OK,40,23550,pauls valley public schools,7115,1232,318,0.25811688311688313
9914,OK,40,23580,pawhuska public schools,5075,876,207,0.2363013698630137
9915,OK,40,23610,pawnee public schools,4195,739,137,0.18538565629228687
9916,OK,40,10560,peavine public school,1317,249,78,0.3132530120481928
9917,OK,40,23700,peckham public school,338,65,17,0.26153846153846155
9918,OK,40,23730,peggs public school,1717,311,85,0.2733118971061093
9919,OK,40,23800,perkins-tryon public schools,7998,1519,326,0.21461487820934824
9920,OK,40,23850,perry public schools,7108,1281,223,0.17408274785323966
9921,OK,40,23970,piedmont public schools,14261,3171,250,0.07883948281299274
9922,OK,40,24150,pioneer public school,1320,251,58,0.23107569721115537
9923,OK,40,24510,pioneer-pleasant vale schools,2343,493,71,0.1440162271805274
9924,OK,40,24180,pittsburg public schools,676,128,31,0.2421875
9925,OK,40,24240,plainview public schools,6917,1343,229,0.17051377513030527
9926,OK,40,24330,pleasant grove public school,538,100,28,0.28
9927,OK,40,24630,pocola public schools,3897,706,195,0.2762039660056657
9928,OK,40,24690,ponca city public schools,28697,5097,1384,0.27153227388659995
9929,OK,40,24720,pond creek-hunter schools,1418,258,36,0.13953488372093023
9930,OK,40,30197,porter consolidated schools,3450,638,73,0.11442006269592477
9931,OK,40,24840,porum public schools,2341,419,122,0.2911694510739857
9932,OK,40,24870,poteau public schools,10958,1943,509,0.2619660319094184
9933,OK,40,24930,prague public schools,5768,1088,135,0.12408088235294118
9934,OK,40,25050,preston public schools,1133,232,59,0.2543103448275862
9935,OK,40,25080,pretty water public school,1808,315,50,0.15873015873015872
9936,OK,40,25170,prue public schools,2726,445,83,0.18651685393258427
9937,OK,40,25200,pryor public schools,13460,2466,533,0.21613949716139497
9938,OK,40,25230,purcell public schools,7857,1484,277,0.18665768194070081
9939,OK,40,25290,putnam city public schools,127646,20950,4843,0.23116945107398568
9940,OK,40,25320,quapaw public schools,3011,549,175,0.31876138433515483
9941,OK,40,25410,quinton public schools,2209,394,131,0.33248730964467005
9942,OK,40,25500,rattan public schools,2109,358,93,0.25977653631284914
9943,OK,40,25530,ravia public school,1159,201,45,0.22388059701492538
9944,OK,40,25590,red oak public schools,1335,231,41,0.1774891774891775
9945,OK,40,25800,reydon public schools,645,118,14,0.11864406779661017
9946,OK,40,25860,ringling public schools,2107,391,103,0.26342710997442453
9947,OK,40,25920,ringwood public schools,1811,386,45,0.11658031088082901
9948,OK,40,25950,ripley public schools,2655,535,119,0.22242990654205608
9949,OK,40,26010,riverside public school,1630,319,48,0.15047021943573669
9950,OK,40,26100,robin hill public school,875,137,9,0.06569343065693431
9951,OK,40,33601,rock creek public schools,3595,656,168,0.25609756097560976
9952,OK,40,26250,rocky mountain public school,589,115,29,0.25217391304347825
9953,OK,40,26280,roff public schools,1730,328,53,0.16158536585365854
9954,OK,40,26310,roland public schools,4828,980,394,0.4020408163265306
9955,OK,40,26550,rush springs public schools,3181,572,104,0.18181818181818182
9956,OK,40,26580,ryal public school,301,60,22,0.36666666666666664
9957,OK,40,26610,ryan public schools,1105,207,53,0.2560386473429952
9958,OK,40,26730,salina public schools,4463,835,218,0.26107784431137726
9959,OK,40,26790,sallisaw public schools,12020,2089,701,0.33556725706079465
9960,OK,40,26880,sand springs public schools,26030,4960,786,0.15846774193548388
9961,OK,40,26910,sapulpa public schools,21756,3649,734,0.2011510002740477
9962,OK,40,26940,sasakwa public schools,1125,238,83,0.3487394957983193
9963,OK,40,27000,savanna public schools,1386,234,40,0.17094017094017094
9964,OK,40,27060,sayre public schools,5908,761,153,0.20105124835742444
9965,OK,40,27090,schulter public schools,897,166,72,0.43373493975903615
9966,OK,40,40001,secondary coverage area in white oak public schools (9-12),913,57,6,0.10526315789473684
9967,OK,40,27240,seiling public schools,1869,393,54,0.13740458015267176
9968,OK,40,27300,seminole public schools,8529,1660,461,0.277710843373494
9969,OK,40,27330,sentinel public schools,1803,365,53,0.14520547945205478
9970,OK,40,27390,sequoyah public schools,6527,1239,115,0.09281678773204197
9971,OK,40,27420,shady grove public school,1012,182,48,0.26373626373626374
9972,OK,40,27450,shady point public school,1238,214,45,0.2102803738317757
9973,OK,40,21030,sharon-mutual public schools,1459,314,72,0.22929936305732485
9974,OK,40,27540,shattuck public schools,1707,290,54,0.18620689655172415
9975,OK,40,27570,shawnee public schools,27291,4484,1339,0.2986173059768064
9976,OK,40,27630,shidler public schools,1662,271,76,0.28044280442804426
9977,OK,40,27640,silo public schools,7006,1229,221,0.17982099267697316
9978,OK,40,27750,skiatook public schools,12205,2377,432,0.1817416912074043
9979,OK,40,27840,smithville public schools,1827,304,76,0.25
9980,OK,40,27930,snyder public schools,2786,505,136,0.2693069306930693
9981,OK,40,27960,soper public schools,1479,276,99,0.358695652173913
9982,OK,40,26640,south coffeyville schools,1430,243,39,0.16049382716049382
9983,OK,40,27990,south rock creek public school,1942,323,48,0.14860681114551083
9984,OK,40,28110,spavinaw public school,1255,203,51,0.2512315270935961
9985,OK,40,28170,sperry public schools,5527,1137,140,0.12313104661389622
9986,OK,40,28200,spiro public schools,6791,1207,334,0.2767191383595692
9987,OK,40,28350,springer public schools,1467,264,54,0.20454545454545456
9988,OK,40,28590,sterling public schools,2252,426,84,0.19718309859154928
9989,OK,40,28620,stidham public school,542,71,24,0.3380281690140845
9990,OK,40,28650,stigler public schools,6692,1197,416,0.34753550543024225
9991,OK,40,28680,stillwater public schools,53724,5980,1121,0.1874581939799331
9992,OK,40,28710,stilwell public schools,7385,1455,593,0.40756013745704467
9993,OK,40,28800,stonewall public schools,3251,590,127,0.21525423728813559
9994,OK,40,28920,straight public school,237,48,6,0.125
9995,OK,40,28980,stratford public schools,3739,775,204,0.2632258064516129
9996,OK,40,29010,stringtown public schools,904,139,27,0.19424460431654678
9997,OK,40,29040,strother public schools,2155,408,91,0.22303921568627452
9998,OK,40,29070,stroud public schools,4635,842,186,0.2209026128266033
9999,OK,40,29100,stuart public schools,977,162,33,0.2037037037037037
10000,OK,40,29160,sulphur public schools,8129,1413,282,0.19957537154989385
10001,OK,40,29310,sweetwater public schools,492,96,22,0.22916666666666666
10002,OK,40,29340,swink public school,434,60,23,0.38333333333333336
10003,OK,40,29380,tahlequah public schools,22003,3507,1142,0.3256344453949244
10004,OK,40,29400,talihina public schools,2337,391,128,0.3273657289002558
10005,OK,40,29430,taloga public schools,880,142,15,0.1056338028169014
10006,OK,40,29520,tannehill public school,1034,179,26,0.1452513966480447
10007,OK,40,29610,tecumseh public schools,10139,2090,414,0.19808612440191387
10008,OK,40,29640,temple public schools,1327,234,65,0.2777777777777778
10009,OK,40,29670,tenkiller public school,1526,278,61,0.21942446043165467
10010,OK,40,29760,terral public school,504,87,30,0.3448275862068966
10011,OK,40,29820,texhoma public schools,1224,268,44,0.16417910447761194
10012,OK,40,29850,thackerville public schools,1587,288,41,0.1423611111111111
10013,OK,40,15,thomas-fay-custer unified schools,2844,564,94,0.16666666666666666
10014,OK,40,13,timberlake public schools,2967,332,45,0.1355421686746988
10015,OK,40,30030,tipton public schools,1320,239,56,0.23430962343096234
10016,OK,40,30060,tishomingo public schools,4738,760,187,0.24605263157894736
10017,OK,40,30120,tonkawa public schools,3838,742,171,0.23045822102425875
10018,OK,40,30240,tulsa public schools,296972,49058,13591,0.27703942272412246
10019,OK,40,30270,tupelo public schools,1102,185,45,0.24324324324324326
10020,OK,40,30290,turkey ford public school,1142,175,46,0.26285714285714284
10021,OK,40,30300,turner public schools,2389,372,41,0.11021505376344086
10022,OK,40,30330,turpin public schools,1944,381,50,0.13123359580052493
10023,OK,40,30360,tushka public schools,1481,254,63,0.24803149606299213
10024,OK,40,30390,tuskahoma public school,596,69,16,0.2318840579710145
10025,OK,40,30420,tuttle public schools,8288,1740,187,0.1074712643678161
10026,OK,40,30450,twin hills public school,1684,336,76,0.2261904761904762
10027,OK,40,30480,tyrone public schools,1086,211,39,0.1848341232227488
10028,OK,40,30630,union city public schools,1843,313,26,0.08306709265175719
10029,OK,40,30600,union public schools,82497,16335,2611,0.1598408325681053
10030,OK,40,30870,valliant public schools,4298,766,221,0.2885117493472585
10031,OK,40,30960,vanoss public schools,3955,675,82,0.12148148148148148
10032,OK,40,30990,varnum public schools,1373,228,62,0.2719298245614035
10033,OK,40,31020,velma-alma public schools,2339,394,59,0.14974619289340102
10034,OK,40,31080,verden public schools,1311,243,28,0.11522633744855967
10035,OK,40,31110,verdigris public schools,5687,1174,72,0.06132879045996593
10036,OK,40,31140,vian public schools,4597,798,358,0.44862155388471175
10037,OK,40,31170,vici public schools,1636,288,58,0.2013888888888889
10038,OK,40,31290,vinita public schools,9254,1489,364,0.24445936870382806
10039,OK,40,31350,wagoner public schools,14243,2494,554,0.22213311948676825
